model,params,val_pct,test_pct,time_s
convmixer_64_8,81485.0,94.73684210526315,95.48458149779736,135.45032242099842
convmixer_128_8,228493.0,96.16541353383458,96.14537444933922,212.03622954000457
convmixer_256_8,719117.0,96.39097744360902,96.69603524229075,329.62137744350184
convmixer_256_12,1070349.0,96.61654135338347,96.2555066079295,576.6830620934998
convmixer_512_12,3713549.0,96.2406015037594,96.91629955947135,1218.710635028503
convmixer_512_16,4940301.0,95.93984962406014,96.36563876651982,1610.6599871194921
