model,n_runs,params,test_accuracy_mean,test_accuracy_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,test_loss_mean,test_loss_std,train_seconds_mean,train_seconds_std,infer_seconds_mean,test_accuracy_ci95,macro_f1_ci95,weighted_f1_ci95
convmixer_128_8,2,228493.0,96.14537444933922,0.4672511769955111,0.9614358811525741,0.004859494103912455,0.9614575433769436,0.004711819136499487,0.1466325327625479,0.009853494095581384,212.03622954000457,13.177550221438672,0.26059282650385285,0.6475770925110064,0.006734915218664582,0.006530248155760926
convmixer_256_12,2,1070349.0,96.2555066079295,1.2460031386547115,0.9625034435777056,0.012664548054658423,0.9624861905854798,0.012430626356316216,0.13317421571864543,0.025542664097436666,576.6830620934998,11.00497197106399,0.4483220765032456,1.726872246696038,0.017552168107819264,0.017227969174256945
convmixer_256_8,2,719117.0,96.69603524229075,0.0,0.9668947571494335,7.69611933628517e-05,0.966947357696395,6.597246837367368e-05,0.1340976926954075,0.013824785078620973,329.62137744350184,78.82339422763113,0.37366703449515626,0.0,0.00010666277216155983,9.14331763269338e-05
convmixer_512_12,2,3713549.0,96.91629955947135,0.31150078466367914,0.9692183135865479,0.003141694443385917,0.9691492221479072,0.0031321809560440925,0.1317754494689931,0.000932168795602657,1218.710635028503,2.8993939742130244,0.9836223284946755,0.4317180616740113,0.004354166352855184,0.0043409813320873965
convmixer_512_16,2,4940301.0,96.36563876651982,0.15575039233183202,0.9635340359634037,0.001732967326136784,0.9635908445517183,0.001674334385916791,0.1388429957679667,0.0032813242149049987,1610.6599871194921,19.618217200831005,1.5082737199991243,0.21585903083699517,0.0024017701778566367,0.00232050906858093
convmixer_64_8,2,81485.0,95.48458149779736,0.7787519616591952,0.9546059505363362,0.007830833707131606,0.9547755891279771,0.007778219550479481,0.16371309466812817,0.009436798712083465,135.45032242099842,11.698786590790466,0.2315508684987435,1.0792951541850246,0.010852981808647619,0.010780062307815566
